fieldsurfacetype,streetno,sportsplayed,facilityname,numberfieldcourts,facilitycondition,facilityupgradeage,facility_id,postcode,facilityage,streettype,changerooms,longitude,latitude,faciltysportplayedid,objectid,suburbtown,lga,streetname
null,401,Fitness / Gymnasium Workouts,Lifestyle Fitness Centre,1,null,null,YARRAC11018,3121,null,Street,null,144.967068,-37.809924,17825,9118,RICHMOND,MELBOURNE,Church
null,null,Fitness / Gymnasium Workouts,Melbourne Aboriginal Sport and Recreation Gym,null,null,null,YARRAC11024,null,null,Street,null,144.974449,-37.805467,17836,9119,FITZROY,YARRA,Gertrude
null,81,Fitness / Gymnasium Workouts,Mind and Body,null,null,null,YARRAC11041,3065,null,Street,null,144.975969,-37.79807,17857,9120,FITZROY,YARRA,Johnston
null,25,Fitness / Gymnasium Workouts,Muscle & Body Shape Gym,1,null,null,YARRAC11011,3121,null,Street,null,144.992693,-37.823773,17815,9121,RICHMOND,YARRA,Wangaratta
null,45,Fitness / Gymnasium Workouts,Pisces Speacilised Fitness,1,null,null,YARRAC11014,3121,null,Road,null,144.991455,-37.817527,17821,9122,RICHMOND,YARRA,Bridge
null,83,Fitness / Gymnasium Workouts,Positive Edge Personal Training,null,null,null,YARRAC11042,3065,null,Parade,null,144.97821,-37.793324,17858,9123,FITZROY,YARRA,Alexandra
null,252,Fitness / Gymnasium Workouts,Richmond  studio and Aerial Divas,null,null,null,YARRAC11060,3121,null,Street,null,144.996591,-37.834325,17876,9124,RICHMOND,YARRA,Church
null,null,Fitness / Gymnasium Workouts,Richmond Boxing Club,null,null,null,YARRAC11023,null,null,Street,null,145.001525,-37.81838,17834,9125,RICHMOND,YARRA,Gleadell
null,null,Fitness / Gymnasium Workouts,Richmond Recreation Centre,1,null,null,YARRAC11013,3121,null,Street,null,145.002381,-37.817688,17820,9126,RICHMOND,YARRA,Gleadell
null,null,Fitness / Gymnasium Workouts,Richmond Recreation Centre,1,4. Good,6 - 10 Years,YARRAC11010,3121,51 Years +,Street,null,145.000351,-37.817218,17813,9127,RICHMOND,YARRA,Gleadell
null,621,Fitness / Gymnasium Workouts,Simon's Personal Training Studio,null,null,null,YARRAC11043,3065,null,Street,null,144.977401,-37.804574,17859,9128,FITZROY,YARRA,Brunswick
null,103,Fitness / Gymnasium Workouts,Skulpt Personal Training Richmond Personal Training,null,null,null,YARRAC11061,3121,null,Street,null,145.012396,-37.81816,17877,9129,RICHMOND,YARRA,Murphy
null,620,Fitness / Gymnasium Workouts,Space Health Club,null,null,null,YARRAC11062,3121,null,Street,null,144.994548,-37.809937,17878,9130,RICHMOND,YARRA,Victoria
null,374,Fitness / Gymnasium Workouts,Srpt Elysium Health & Lifestyle,null,null,null,YARRAC11063,3121,null,Road,null,145.00405,-37.819289,17879,9131,RICHMOND,YARRA,Bridge
null,null,Fitness / Gymnasium Workouts,Stanton Street Hall,null,null,null,YARRAC11022,null,null,Street,null,144.988164,-37.801956,17832,9132,COLLINGWOOD,YARRA,Stanton
null,732,Fitness / Gymnasium Workouts,The Spin Room,null,null,null,YARRAC11053,3068,null,Street,null,144.978,-37.782247,17869,9133,FITZROY NORTH,YARRA,Nicholson
null,135,Fitness / Gymnasium Workouts,Time 4 Fitness,1,null,null,YARRAC11000,3065,null,Street,null,144.975969,-37.79807,17799,9134,FITZROY,YARRA,Johnston
null,33,Fitness / Gymnasium Workouts,Unique Fitness Studio,null,null,null,YARRAC11064,3121,null,Street,null,144.996172,-37.825489,17880,9135,RICHMOND,YARRA,Waverley
null,106,Fitness / Gymnasium Workouts,Vibes Fitness,null,null,null,YARRAC11044,3065,null,Street,null,144.979799,-37.795572,17860,9136,FITZROY,YARRA,Leicester
null,393,Fitness / Gymnasium Workouts,Vigor Health & Fitness,1,null,null,YARRAC11002,3065,null,Street,null,144.984293,-37.797612,17802,9137,FITZROY,YARRA,Smith
null,393,Fitness / Gymnasium Workouts,Vigor Health & Fitness,null,null,null,YARRAC11045,3065,null,Street,null,144.984293,-37.797612,17861,9138,FITZROY,YARRA,Smith
null,509-511,Fitness / Gymnasium Workouts,Zap Fitness Richmond,null,null,null,YARRAC11058,3121,null,Road,null,145.007592,-37.819201,17874,9139,RICHMOND,YARRA,Bridge
Grass,null,Gaelic Football,Mc Cutcheon Oval,null,null,null,YARRAC11021,null,null,Road,null,145.008575,-37.799975,17829,9140,FAIRFIELD,YARRA,Yarra Bend
9 Hole Course - Public,null,Golf,Burnley Golf Course,1,4. Good,1 - 5 Years,YARRAC10974,3121,26 - 50 Years,Street,"Female, Male",145.020462,-37.828576,17762,9141,BURNLEY,YARRA,Swan
18 Hole Course - Private,null,Golf,Latrobe Golf Course,1,null,null,YARRAC10991,3078,null,Road,null,145.034196,-37.786367,17787,9142,FAIRFIELD,YARRA,Farm
18 Hole Course - Public,null,Golf,Yarra Bend Golf Course,1,4. Good,1 - 5 Years,YARRAC10966,3067,26 - 50 Years,Road,Unisex,145.007718,-37.795643,17748,9143,ABBOTSFORD,YARRA,Yarra Bend
Grass,null,Lawn Bowls,Alphington Bowls Club,2,3. Average,1 - 5 Years,YARRAC10968,3067,null,Road,null,145.029131,-37.783779,17752,9144,ALPHINGTON,YARRA,Parkview
Synthetic Pitch,null,Lawn Bowls,Fitzroy Victoria Bowls and Sports Club,2,4. Good,6 - 10 Years,YARRAC10996,3065,26 - 50 Years,Street,null,144.982377,-37.78753,17794,9145,FITZROY,YARRA,Brunswick
Grass,null,Lawn Bowls,Richmond Union Bowling Club,2,4. Good,1 - 5 Years,YARRAC11008,3121,26 - 50 Years,Street,null,145.000351,-37.817218,17810,9146,RICHMOND,YARRA,Gleadell
null,207,Martial Arts,Aiki No Michi Aikido,null,null,null,YARRAC11047,3065,null,Street,null,144.975969,-37.79807,17863,9147,FITZROY,YARRA,Johnston
null,478,Martial Arts,Australian Kung Fu Acadamy,null,null,null,YARRAC11036,3066,null,Street,null,144.982587,-37.808727,17852,9148,COLLINGWOOD,YARRA,Smith
null,478,Martial Arts,Australian Kung Fu Acadamy,1,null,null,YARRAC10982,3066,null,Street,null,144.982587,-37.808727,17774,9149,COLLINGWOOD,YARRA,Smith
null,555,Martial Arts,Dominance Mixed Martial Arts,null,null,null,YARRAC11065,3121,null,Street,null,144.994548,-37.809937,17881,9150,RICHMOND,YARRA,Victoria
null,214,Martial Arts,Field Aikido Centre,null,null,null,YARRAC11048,3065,null,Street,null,144.983715,-37.797968,17864,9151,FITZROY,YARRA,Kerr
null,null,Martial Arts,George Knott Athletics Track and Ray Coverdale Pavilion,null,null,null,YARRAC10978,3068,null,Road,null,145.002319,-37.784205,17769,9152,CLIFTON HILL,YARRA,Heidelberg
null,310,Martial Arts,Inner City Systema,null,null,null,YARRAC11049,3065,null,Street,null,144.981554,-37.807708,17865,9153,FITZROY,YARRA,Gore
null,439,Martial Arts,Seido-Juku Karate,null,null,null,YARRAC11067,3121,null,Street,null,144.988844,-37.824629,17883,9154,RICHMOND,YARRA,Swan
null,96,Martial Arts,Wing Chun Kung Fu Jee Shin,null,null,null,YARRAC11033,3067,null,Street,null,144.992342,-37.805707,17849,9155,ABBOTSFORD,YARRA,Hoddle
Synthetic,null,Netball,Mayor’s Park Tennis Courts and Clubhouse,2,4. Good,6 - 10 Years,YARRAC10977,3068,26 - 50 Years,Street,"Female, Male",144.994351,-37.787996,17765,9156,CLIFTON HILL,YARRA,Hoddle
Synthetic,null,Netball,Melbourne Girls College,3,null,null,YARRAC11028,null,null,Boulevard,null,145.012699,-37.82969,17841,9157,BURNLEY,YARRA,Yarra
Synthetic,null,Netball,Richmond Community Courts,2,3. Average,6 - 10 Years,YARRAC11009,3121,11 - 25 Years,Street,"Female, Male",145.000351,-37.817218,17811,9158,RICHMOND,YARRA,Gleadell
Plexipave,null,Netball,Ryan’s Reserve Netball and Tennis Facility and Pavilion,4,3. Average,6 - 10 Years,YARRAC10973,3121,11 - 25 Years,Street,"Female, Male",145.009956,-37.82731,17760,9159,BURNLEY,YARRA,Swan
null,null,Skating,Edinburgh Gardens Skate Bowl,1,3. Average,1 - 5 Years,YARRAC11005,3068,11 - 25 Years,Road,null,144.983024,-37.786615,17805,9160,FITZROY NORTH,YARRA,St Georges
null,null,Skating,Quarries Park Skate Facility,1,null,null,YARRAC10988,3078,null,Road,null,145.004188,-37.790643,17783,9161,FAIRFIELD,YARRA,Heidelberg
Grass,null,Soccer,Alan Bain Reserve and Pavilion,1,4. Good,1 - 5 Years,YARRAC10983,3121,11 - 25 Years,Street,"Umpire/Officials, Unisex",145.001134,-37.830218,17776,9162,CREMORNE,YARRA,Church
Grass,null,Soccer,Alphington Park Oval and Pavilion,1,4. Good,1 - 5 Years,YARRAC10967,3067,51 Years +,Road,"Umpire/Officials, Unisex",145.029131,-37.783779,17751,9163,ALPHINGTON,YARRA,Parkview
Grass,null,Soccer,Atherton Gardens Reserve,1,null,null,YARRAC10994,3065,null,Street,null,144.979067,-37.803315,17791,9164,FITZROY,YARRA,Napier
Grass,null,Soccer,Bastow 1 and 2 Soccer Pitches and Gillon Pavilion,2,3. Average,1 - 5 Years,YARRAC10969,3121,26 - 50 Years,Street,"Male, Umpire/Officials",145.020462,-37.828576,17753,9165,BURNLEY,YARRA,Swan
Grass,null,Soccer,Burnley Park Oval and O’Connell Pavilion,1,4. Good,1 - 5 Years,YARRAC10970,3121,0 - 5 Years,Grove,"Umpire/Officials, Unisex",145.014145,-37.826103,17755,9166,BURNLEY,YARRA,Park
Grass,null,Soccer,Coulson Reserve and Pavilion Soccer Pitch and Pavilion,1,3. Average,1 - 5 Years,YARRAC10976,3068,26 - 50 Years,Parade,"Male, Umpire/Officials",144.996729,-37.786385,17764,9167,CLIFTON HILL,YARRA,Queens
Grass,null,Soccer,Fairfield Park Oval and Maxwell Sutherland Pavilion,1,2. Poor,6 - 10 Years,YARRAC10984,3078,26 - 50 Years,Road,"Male, Umpire/Officials",145.009954,-37.785738,17777,9168,FAIRFIELD,YARRA,Yarra Bend
Grass,null,Soccer,Fairlea Ovals,null,1. Very Poor,11 + Years,YARRAC10989,3078,26 - 50 Years,Road,Male,145.007718,-37.795643,17785,9169,FAIRFIELD,YARRA,Yarra Bend
Grass,null,Soccer,Fletcher 1 and 2 Soccer Pitches and Graham Pavilion,1,3. Average,11 + Years,YARRAC10971,3121,26 - 50 Years,Street,"Male, Umpire/Officials",145.020462,-37.828576,17757,9170,BURNLEY,YARRA,Swan
Grass,null,Soccer,George Knott Athletics Track and Ray Coverdale Pavilion,1,4. Good,1 - 5 Years,YARRAC10978,3068,26 - 50 Years,Road,"Female, Male",145.002319,-37.784205,17768,9171,CLIFTON HILL,YARRA,Heidelberg
Grass,null,Soccer,Mc Cutcheon Oval,null,null,null,YARRAC11021,null,null,Road,null,145.008575,-37.799975,17830,9172,FAIRFIELD,YARRA,Yarra Bend
Grass,null,Soccer,Walker Street Soccer Pitch,1,null,null,YARRAC10986,3078,null,Street,null,145.003111,-37.789873,17781,9173,FAIRFIELD,YARRA,Walker
Grass,null,Soccer,Yambla Reserve and Pavilion,1,3. Average,6 - 10 Years,YARRAC10987,3078,26 - 50 Years,Street,"Male, Umpire/Officials",145.003111,-37.789873,17782,9174,FAIRFIELD,YARRA,Walker
Wooden Gymnasium,null,Soccer (Indoor Soccer / Futsal),Collingwood Secondary College,2,null,null,YARRAC11029,null,null,Way,null,144.98903,-37.803256,17844,9175,COLLINGWOOD,YARRA,Mc Cutcheon
Wooden Gymnasium,null,Soccer (Indoor Soccer / Futsal),Princes Hill Seconary College,1,null,null,YARRAC11030,null,null,Strret,null,144.966587,-37.781818,17846,9176,PRINCES HILL,YARRA,Arnold
null,null,Soccer (Indoor Soccer / Futsal),Princess Hill Primary School,1,null,null,YARRAC11031,null,null,Street,null,144.962781,-37.780992,17847,9177,PRINCES HILL,MELBOURNE,Pigdon
null,41,Squash / Racquetball,Hunts Squash & Fitness Centre,null,null,null,YARRAC11001,3065,null,Street,null,144.975969,-37.79807,17801,9178,FITZROY,YARRA,Johnston
"25m Pool - Indoor, Childrens Learning Pool, Toddlers Pool",null,Swimming,Collingwood Leisure Centre,3,5. Very Good,< 1 Years,YARRAC10979,3068,26 - 50 Years,Street,"Female, Male, Unisex",144.994351,-37.787996,17771,9179,CLIFTON HILL,YARRA,Turnbull
"50m Pool - Outdoor, Toddlers Pool",null,Swimming,Fitzroy Swimming Pool,2,3. Average,6 - 10 Years,YARRAC10998,3065,26 - 50 Years,Parade,"Female, Male",144.9809,-37.7939,17796,9180,FITZROY,YARRA,Alexandra
"50m Pool - Indoor, Childrens Learning Pool, Toddlers Pool",null,Swimming,Richmond Recreation Centre,3,null,null,YARRAC11010,3121,null,Street,null,145.000351,-37.817218,17814,9181,RICHMOND,YARRA,Gleadell
"50m Pool - Indoor, Toddlers Pool",null,Swimming,Richmond Recreation Centre,2,4. Good,6 - 10 Years,YARRAC11013,3121,51 Years +,Street,"Female, Male",145.002381,-37.817688,17819,9182,RICHMOND,YARRA,Gleadell
null,18,Tennis (Indoor),Melbourne Royal Tennis,null,null,null,YARRAC11025,3121,null,Street,null,144.990382,-37.818473,17837,9183,RICHMOND,YARRA,Sherwood
Clay,null,Tennis (Outdoor),Fitzroy Tennis Courts and Clubhouse,6,3. Average,Upgrade in progress,YARRAC10997,3065,26 - 50 Years,Street,"Female, Male",144.982377,-37.78753,17795,9184,FITZROY,YARRA,Brunswick
Artificial Turf,null,Tennis (Outdoor),Mayor’s Park Tennis Courts and Clubhouse,4,4. Good,6 - 10 Years,YARRAC10977,3068,26 - 50 Years,Street,"Female, Male",144.994351,-37.787996,17766,9185,CLIFTON HILL,YARRA,Hoddle
"Artificial Turf, Plexipave, Synthetic Pitch",null,Tennis (Outdoor),Richmond Community Courts,2,null,null,YARRAC11009,3121,null,Street,null,145.000351,-37.817218,17812,9186,RICHMOND,YARRA,Gleadell
Plexipave,null,Tennis (Outdoor),Ryan’s Reserve Netball and Tennis Facility and Pavilion,4,3. Average,6 - 10 Years,YARRAC10973,3121,11 - 25 Years,Street,"Female, Male",145.009956,-37.82731,17761,9187,BURNLEY,YARRA,Swan
null,null,Underwater Hockey,Richmond Recreation Centre,1,null,null,YARRAC11013,3121,null,Street,null,145.002381,-37.817688,17817,9188,RICHMOND,YARRA,Gleadell
Wooden Gymnasium,null,Volleyball,Collingwood Secondary College,2,null,null,YARRAC11029,null,null,Way,null,144.98903,-37.803256,17843,9189,COLLINGWOOD,YARRA,Mc Cutcheon
Synthetic Pitch,null,Cricket,Mt Lilydale Sports Ovals,1,null,null,YARRAR11459,3140,null,Road,null,145.360513,-37.744799,18581,9252,LILYDALE,YARRA RANGES,Quarry
Outdoor Archery,null,Archery,Sherbrooke Archers,1,3. Average,11 + Years,YARRAR11487,3156,26 - 50 Years,Road,null,145.307647,-37.905279,18642,9190,UPPER FERNTREE GULLY,YARRA RANGES,New
Synthetic Running Track,null,Athletics,Morrison Reserve,1,5. Very Good,Upgrade in progress,YARRAR11476,3796,0 - 5 Years,Road,Unisex,145.386235,-37.773451,18615,9191,MOUNT EVELYN,YARRA RANGES,Old Hereford
Grass,1A,Australian Rules Football,Belgrave Recreation Reserve,1,4. Good,6 - 10 Years,YARRAR11425,3160,26 - 50 Years,Road,"Male, Umpire/Officials",145.34486,-37.91574,18505,9192,BELGRAVE,YARRA RANGES,Reserve
Grass,12-Oct,Australian Rules Football,Belgrave South Recreation Reserve,1,3. Average,1 - 5 Years,YARRAR11426,3160,26 - 50 Years,Road,"Male, Umpire/Officials",145.355947,-37.931536,18507,9193,BELGRAVE SOUTH,YARRA RANGES,Mt Morton
Grass,null,Australian Rules Football,Brice Avenue Reserve,1,2. Poor,1 - 5 Years,YARRAR11469,3138,26 - 50 Years,Avenue,null,145.318309,-37.784548,18606,9194,MOOROOLBARK,YARRA RANGES,Brice
Grass,249/263,Australian Rules Football,Don Road Sporting Complex,1,4. Good,1 - 5 Years,YARRAR11438,3777,26 - 50 Years,Road,"Male, Umpire/Officials",145.539658,-37.668786,18530,9195,HEALESVILLE,YARRA RANGES,Don
Grass,null,Australian Rules Football,Halley Supple Reserve,1,3. Average,1 - 5 Years,YARRAR11432,3770,26 - 50 Years,0,"Male, Umpire/Officials",145.380214,-37.729485,18520,9196,COLDSTREAM,YARRA RANGES,South Gateway
Grass,null,Australian Rules Football,Ingram Road Reserve,1,2. Poor,6 - 10 Years,YARRAR11431,3770,26 - 50 Years,Road,null,145.382759,-37.734419,18518,9197,COLDSTREAM,YARRA RANGES,Ingram
Grass,null,Australian Rules Football,Kalorama Memorial Reserve,1,2. Poor,11 + Years,YARRAR11443,3766,26 - 50 Years,Road,null,145.379051,-37.816637,18545,9198,KALORAMA,YARRA RANGES,Grange
Grass,null,Australian Rules Football,Kiloran Park,2,3. Average,6 - 10 Years,YARRAR11451,3137,26 - 50 Years,Street,"Male, Umpire/Officials",145.310341,-37.793184,18561,9199,KILSYTH,YARRA RANGES,Macmillan
Grass,null,Australian Rules Football,Kilsyth Recreation Reserve,1,4. Good,1 - 5 Years,YARRAR11445,3137,26 - 50 Years,Road,"Male, Umpire/Officials",145.309517,-37.80385,18549,9200,KILSYTH,YARRA RANGES,Colchester
Grass,33,Australian Rules Football,Kimberley Reserve,2,3. Average,6 - 10 Years,YARRAR11427,3116,26 - 50 Years,Drive,Male,145.309789,-37.752025,18510,9201,CHIRNSIDE PARK,YARRA RANGES,Kimberley
Grass,null,Australian Rules Football,Lilydale Recreation Reserve,1,4. Good,1 - 5 Years,YARRAR11457,3140,26 - 50 Years,Street,"Male, Umpire/Officials",145.34919,-37.755508,18575,9202,LILYDALE,YARRA RANGES,Main
Grass,null,Australian Rules Football,Monbulk Reserve,1,3. Average,1 - 5 Years,YARRAR11465,3793,26 - 50 Years,Road,"Male, Umpire/Officials",145.410421,-37.874626,18591,9203,MONBULK,YARRA RANGES,Moores
Grass,null,Australian Rules Football,Montrose Recreation Reserve,1,5. Very Good,1 - 5 Years,YARRAR11467,3765,26 - 50 Years,Road,"Male, Umpire/Officials",145.344302,-37.812836,18599,9204,MONTROSE,YARRA RANGES,Mt Dandenong Tourist
Grass,null,Australian Rules Football,Mooroolbark Heights Reserve,1,4. Good,1 - 5 Years,YARRAR11472,3138,26 - 50 Years,Avenue,"Male, Umpire/Officials",145.325746,-37.792791,18610,9205,MOOROOLBARK,YARRA RANGES,Longfellow
Grass,null,Australian Rules Football,Mount Evelyn Recreation Reserve,1,3. Average,1 - 5 Years,YARRAR11478,3796,26 - 50 Years,Road,"Male, Umpire/Officials",145.382252,-37.795524,18621,9206,MOUNT EVELYN,YARRA RANGES,Tramway
Grass,null,Australian Rules Football,Mt Lilydale Sports Ovals,1,null,null,YARRAR11459,3140,null,Road,null,145.360513,-37.744799,18580,9207,LILYDALE,YARRA RANGES,Quarry
Grass,null,Australian Rules Football,Narre Warren East Reserve,1,3. Average,6 - 10 Years,YARRAR11479,3804,26 - 50 Years,Road,"Male, Umpire/Officials",145.361633,-37.963527,18624,9208,NARRE WARREN EAST,YARRA RANGES,Berwick
Grass,null,Australian Rules Football,Olinda Recreation Reserve,1,2. Poor,Upgrade in progress,YARRAR11482,3788,26 - 50 Years,Road,"Male, Umpire/Officials",145.369756,-37.853553,18628,9209,OLINDA,YARRA RANGES,The Georgian
Grass,null,Australian Rules Football,Pinks Reserve,2,3. Average,1 - 5 Years,YARRAR11449,3137,26 - 50 Years,Road,"Male, Umpire/Officials",145.319259,-37.813485,18555,9210,KILSYTH,YARRA RANGES,Liverpool
Grass,null,Australian Rules Football,Powelltown Reserve,1,3. Average,1 - 5 Years,YARRAR11483,3797,26 - 50 Years,Road,"Male, Umpire/Officials",145.747704,-37.86443,18631,9211,POWELLTOWN,YARRA RANGES,Recreation
Grass,null,Australian Rules Football,Queens Park,1,3. Average,6 - 10 Years,YARRAR11439,3777,26 - 50 Years,Road,"Male, Umpire/Officials",145.523121,-37.653742,18534,9212,HEALESVILLE,YARRA RANGES,Don
Grass,null,Australian Rules Football,Seville Recreation Reserve,2,3. Average,< 1 Years,YARRAR11485,3139,26 - 50 Years,Road,"Male, Umpire/Officials",145.461873,-37.780141,18635,9213,SEVILLE,YARRA RANGES,Monbulk-Seville
Grass,null,Australian Rules Football,Silvan Recreation Reserve,1,4. Good,1 - 5 Years,YARRAR11486,3795,26 - 50 Years,Road,"Male, Umpire/Officials",145.428321,-37.830727,18639,9214,SILVAN,YARRA RANGES,Silvan
Grass,null,Australian Rules Football,Upwey Reserve,2,2. Poor,1 - 5 Years,YARRAR11489,3158,26 - 50 Years,Avenue,"Male, Umpire/Officials",145.336971,-37.9031,18645,9215,UPWEY,YARRA RANGES,Chosen
Grass,null,Australian Rules Football,Wandin East Recreation Reserve ,null,4. Good,1 - 5 Years,YARRAR11492,3139,0 - 5 Years,Road,Unisex,145.458533,-37.815309,18657,9216,WANDIN EAST,YARRA RANGES,Monbulk-Seville
Grass,null,Australian Rules Football,Wandin North Reserve,1,3. Average,1 - 5 Years,YARRAR11493,3139,26 - 50 Years,Road,"Male, Umpire/Officials",145.430298,-37.78247,18659,9217,WANDIN NORTH,YARRA RANGES,Clegg
Grass,null,Australian Rules Football,Warburton Recreation Reserve,1,4. Good,1 - 5 Years,YARRAR11495,3799,26 - 50 Years,Hwy,"Male, Umpire/Officials",145.695114,-37.751502,18663,9218,WARBURTON,YARRA RANGES,Warburton
Grass,null,Australian Rules Football,Wesburn Recreation Reserve,2,3. Average,6 - 10 Years,YARRAR11498,3799,26 - 50 Years,Road,"Male, Umpire/Officials",145.648259,-37.772282,18669,9219,WESBURN,YARRA RANGES,Old Warburton
Grass,null,Australian Rules Football,Wickams Road Reserve,1,3. Average,1 - 5 Years,YARRAR11452,3139,26 - 50 Years,Road,"Male, Umpire/Officials",145.570748,-37.788208,18567,9220,LAUCHING PLACE,YARRA RANGES,Wickhams
Grass,null,Australian Rules Football,Woori Yallock Reserve,1,4. Good,6 - 10 Years,YARRAR11499,3139,26 - 50 Years,Lane,"Male, Umpire/Officials",145.53274,-37.783371,18673,9221,WOORI YALLOCK,YARRA RANGES,Shevlins
Grass,null,Australian Rules Football,Yarra Glen Recreation Reserve,1,3. Average,Upgrade in progress,YARRAR11503,3775,26 - 50 Years,Hwy,"Male, Umpire/Officials",145.382561,-37.660307,18682,9222,YARRA GLEN,YARRA RANGES,Melba
Grass,null,Australian Rules Football,Yarra Junction Recreation Reserve,1,4. Good,1 - 5 Years,YARRAR11504,3797,26 - 50 Years,Road,"Male, Umpire/Officials",145.612006,-37.780469,18685,9223,YARRA JUNCTION,YARRA RANGES,Park
Wooden Flooring,95,Badminton,Kilsyth Sports Centre,6,4. Good,N/A,YARRAR11450,3137,11 - 25 Years,Road,"Female, Male",145.319259,-37.813485,18559,9224,KILSYTH,YARRA RANGES,Liverpool
Wooden Gymnasium,95,Basketball,Kilsyth Sports Centre,6,4. Good,Upgrade in progress,YARRAR11450,3137,11 - 25 Years,Road,"Female, Male",145.319259,-37.813485,18558,9225,KILSYTH,YARRA RANGES,Liverpool
null,null,BMX,Eastfield BMX Club,null,null,null,YARRAR5442,null,null,Road,null,145.306839,-37.812005,27696,9226,KILSYTH,YARRA RANGES,Colchester
null,36,BMX,Healesville Skate & BMX,1,3. Average,N/A,YARRAR11440,3777,6 - 10 Years,Road,null,145.523707,-37.652216,18540,9227,HEALESVILLE,YARRA RANGES,Don
Dirt,null,BMX,Monbulk Skate & BMX,1,3. Average,11 + Years,YARRAR11466,3793,6 - 10 Years,Road,null,145.409214,-37.875989,18598,9228,MONBULK,YARRA RANGES,Moores
Synthetic Pitch,null,Cricket,Baynes Reserve,1,2. Poor,11 + Years,YARRAR11463,3793,26 - 50 Years,Road,null,145.401865,-37.876185,18588,9229,MONBULK,YARRA RANGES,Baynes Park
